season,year,country,total_contingent,total_medal,total_gold,total_silver,total_bronze
Summer,1964,Morocco,20,0,0,0,0
Summer,1964,Puerto Rico,32,0,0,0,0
Summer,1964,Kenya,37,1,0,0,1
Summer,1964,Iran,62,2,0,0,2
Summer,1964,Italy,168,27,10,10,7
Summer,1964,Hungary,182,22,10,7,5
Summer,1964,Spain,51,0,0,0,0
Summer,1964,Mexico,94,1,0,0,1
Summer,1964,Australia,243,18,6,2,10
Summer,1964,Nigeria,18,1,0,0,1
Summer,1964,Norway,26,0,0,0,0
Summer,1964,Austria,56,0,0,0,0
Summer,1964,France,138,15,1,8,6
Summer,1964,Turkey,23,6,2,3,1
Summer,1964,India,53,1,1,0,0
Summer,1964,Malaysia,61,0,0,0,0
Summer,1964,Finland,89,5,3,0,2
Summer,1964,Switzerland,66,4,1,2,1
Summer,1964,Portugal,20,0,0,0,0
Summer,1964,Canada,115,4,1,2,1
Summer,1964,Ethiopia,12,1,1,0,0
Summer,1964,Philippines,47,1,0,1,0
Summer,1964,USA,346,90,36,26,28
Summer,1964,Belgium,61,3,2,0,1
Summer,1964,Uruguay,23,1,0,0,1
Summer,1964,Netherlands,125,10,2,4,4
Summer,1964,Uganda,13,0,0,0,0
Summer,1964,South Korea,154,3,0,2,1
Summer,1964,Cambodia,13,0,0,0,0
Summer,1964,Denmark,60,6,2,1,3
Summer,1964,Ireland,25,1,0,0,1
Summer,1964,Romania,138,12,2,4,6
Summer,1964,Czech Republic,104,14,5,6,3
Summer,1964,Poland,140,23,7,6,10
Summer,1964,Luxembourg,12,0,0,0,0
Summer,1964,New Zealand,64,5,3,0,2
Summer,1964,Afghanistan,8,0,0,0,0
Summer,1964,Lebanon,5,0,0,0,0
Summer,1964,Colombia,20,0,0,0,0
Summer,1964,Thailand,54,0,0,0,0
Summer,1964,Israel,10,0,0,0,0
Summer,1964,Tunisia,9,2,0,1,1
Summer,1964,Zambia,12,0,0,0,0
Summer,1964,Trinidad,13,3,0,1,2
Summer,1964,Serbia,75,5,2,1,2
Summer,1964,Mongolia,21,0,0,0,0
Summer,1964,Zimbabwe,29,0,0,0,0
Summer,1964,Costa Rica,2,0,0,0,0
Summer,1964,Monaco,1,0,0,0,0
Summer,1964,Myanmar,11,0,0,0,0
Summer,1964,Cuba,27,1,0,1,0
Summer,1964,Curacao,4,0,0,0,0
Summer,1964,Venezuela,16,0,0,0,0
Summer,1964,Jamaica,21,0,0,0,0
Summer,1964,Liechtenstein,2,0,0,0,0
Summer,1964,Sri Lanka,6,0,0,0,0
Summer,1964,Mali,2,0,0,0,0
Summer,1964,Panama,10,0,0,0,0
Summer,1964,China,39,0,0,0,0
Summer,1964,Taiwan,40,0,0,0,0
Summer,1964,Bahamas,11,1,1,0,0
Summer,1964,Bermuda,4,0,0,0,0
Summer,1964,Niger,1,0,0,0,0
Summer,1964,Senegal,12,0,0,0,0
Summer,1964,Guyana,1,0,0,0,0
Summer,1964,Republic of Congo,2,0,0,0,0
Summer,1964,Greece,18,0,0,0,0
Summer,1964,Chile,14,0,0,0,0
Summer,1964,Iceland,4,0,0,0,0
Summer,1964,Nepal,6,0,0,0,0
Summer,1964,Vietnam,16,0,0,0,0
Summer,1964,Chad,2,0,0,0,0
Summer,1964,Bolivia,1,0,0,0,0
Summer,1964,Liberia,1,0,0,0,0
Summer,1964,Algeria,1,0,0,0,0
Summer,1964,Cameroon,1,0,0,0,0
Summer,1964,Madagascar,3,0,0,0,0
Summer,1964,Dominican Republic,1,0,0,0,0
Summer,1968,Norway,46,2,1,1,0
Summer,1968,Cameroon,5,1,0,1,0
Summer,1968,Mexico,275,9,3,3,3
Summer,1968,Sudan,5,0,0,0,0
Summer,1968,Malaysia,31,0,0,0,0
Summer,1968,Nigeria,36,0,0,0,0
Summer,1968,Philippines,49,0,0,0,0
Summer,1968,Japan,171,25,11,7,7
Summer,1968,Argentina,89,2,0,0,2
Summer,1968,Lebanon,11,0,0,0,0
Summer,1968,Egypt,30,0,0,0,0
Summer,1968,France,200,15,7,3,5
Summer,1968,Portugal,20,0,0,0,0
Summer,1968,Peru,28,0,0,0,0
Summer,1968,Turkey,29,2,2,0,0
Summer,1968,El Salvador,60,0,0,0,0
Summer,1968,UK,225,13,5,5,3
Summer,1968,Netherlands,107,7,3,3,1
Summer,1968,Ghana,31,0,0,0,0
Summer,1968,Bulgaria,112,9,2,4,3
Summer,1968,Germany,501,51,14,20,17
Summer,1968,Puerto Rico,58,0,0,0,0
Summer,1968,Russia,312,91,29,32,30
Summer,1968,Panama,16,0,0,0,0
Summer,1968,Costa Rica,18,0,0,0,0
Summer,1968,Morocco,25,0,0,0,0
Summer,1968,Uruguay,27,0,0,0,0
Summer,1968,Pakistan,15,1,1,0,0
Summer,1968,Finland,66,4,1,2,1
Summer,1968,Austria,43,4,0,2,2
Summer,1968,Sweden,100,4,2,1,1
Summer,1968,Iraq,3,0,0,0,0
Summer,1968,Spain,122,0,0,0,0
Summer,1968,Italy,167,16,3,4,9
Summer,1968,Bahamas,16,0,0,0,0
Summer,1968,Guatemala,48,0,0,0,0
Summer,1968,Cuba,115,4,0,4,0
Summer,1968,Ethiopia,18,2,1,1,0
Summer,1968,Brazil,76,3,0,1,2
Summer,1968,Czech Republic,121,13,7,2,4
Summer,1968,Romania,82,15,4,6,5
Summer,1968,Greece,44,1,0,0,1
Summer,1968,Hungary,167,32,10,10,12
Summer,1968,USA,357,107,45,28,34
Summer,1968,Switzerland,85,5,0,1,4
Summer,1968,Poland,177,18,5,2,11
Summer,1968,Guyana,5,0,0,0,0
Summer,1968,South Korea,54,2,0,1,1
Summer,1968,Ecuador,15,0,0,0,0
Summer,1968,Denmark,64,8,1,4,3
Summer,1968,Belize,7,0,0,0,0
Summer,1968,Australia,128,17,5,7,5
Summer,1968,Canada,139,5,1,3,1
Summer,1968,Serbia,69,8,3,3,2
Summer,1968,Curacao,5,0,0,0,0
Summer,1968,New Zealand,52,3,1,0,2
Summer,1968,Iran,14,5,2,1,2
Summer,1968,Colombia,43,0,0,0,0
Summer,1968,Trinidad,19,0,0,0,0
Summer,1968,Nicaragua,11,0,0,0,0
Summer,1968,Kenya,39,9,3,4,2
Summer,1968,Bolivia,4,0,0,0,0
Summer,1968,Thailand,41,0,0,0,0
Summer,1968,Chile,21,0,0,0,0
Summer,1968,Tunisia,7,2,1,0,1
Summer,1968,Afghanistan,5,0,0,0,0
Summer,1968,Belgium,82,2,0,1,1
Summer,1968,Mali,2,0,0,0,0
Summer,1968,Syria,2,0,0,0,0
Summer,1968,Ireland,31,0,0,0,0
Summer,1968,Guinea,15,0,0,0,0
Summer,1968,Israel,29,0,0,0,0
Summer,1968,Honduras,6,0,0,0,0
Summer,1968,Democratic Republic of the Congo,5,0,0,0,0
Summer,1968,Monaco,2,0,0,0,0
Summer,1968,Mongolia,16,4,0,1,3
Summer,1968,Bermuda,6,0,0,0,0
Summer,1968,Liechtenstein,2,0,0,0,0
Summer,1968,"Virgin Islands, US",6,0,0,0,0
Summer,1968,Venezuela,23,1,1,0,0
Summer,1968,Jamaica,25,1,0,1,0
Summer,1968,Vietnam,9,0,0,0,0
Summer,1968,Barbados,9,0,0,0,0
Summer,1968,Senegal,21,0,0,0,0
Summer,1968,Dominican Republic,18,0,0,0,0
Summer,1968,Taiwan,43,1,0,0,1
Summer,1968,India,25,1,0,0,1
Summer,1968,Tanzania,4,0,0,0,0
Summer,1968,,0,0,0,0,0
Summer,1968,Sierra Leone,3,0,0,0,0
Summer,1968,China,11,0,0,0,0
Summer,1968,Paraguay,1,0,0,0,0
Summer,1968,Niger,2,0,0,0,0
Summer,1968,Kuwait,2,0,0,0,0
Summer,1968,Indonesia,6,0,0,0,0
Summer,1968,Ivory Coast,10,0,0,0,0
Summer,1968,Uganda,11,2,0,1,1
Summer,1968,Luxembourg,5,0,0,0,0
Summer,1968,San Marino,4,0,0,0,0
Summer,1968,Iceland,8,0,0,0,0
Summer,1968,Malta,1,0,0,0,0
Summer,1968,Myanmar,4,0,0,0,0
Summer,1968,Chad,3,0,0,0,0
Summer,1968,Zambia,7,0,0,0,0
Summer,1968,Sri Lanka,3,0,0,0,0
Summer,1968,Libya,1,0,0,0,0
Summer,1968,Algeria,3,0,0,0,0
Summer,1968,Fiji,1,0,0,0,0
Summer,1968,Central African Republic,1,0,0,0,0
Summer,1968,Suriname,1,0,0,0,0
Summer,1968,Madagascar,4,0,0,0,0
Summer,1972,Norway,112,4,2,1,1
Summer,1972,Sudan,26,0,0,0,0
Summer,1972,Nigeria,25,1,0,0,1
Summer,1972,Chad,4,0,0,0,0
Summer,1972,Tanzania,15,0,0,0,0
Summer,1972,Kuwait,4,0,0,0,0
Summer,1972,Egypt,23,0,0,0,0
Summer,1972,Ethiopia,31,2,0,0,2
Summer,1972,Russia,371,99,50,27,22
Summer,1972,Japan,184,29,13,8,8
Summer,1972,Brazil,81,2,0,0,2
Summer,1972,Germany,721,106,33,34,39
Summer,1972,Argentina,92,1,0,1,0
Summer,1972,Italy,224,18,5,3,10
Summer,1972,Somalia,3,0,0,0,0
Summer,1972,Lebanon,19,1,0,1,0
Summer,1972,USA,400,94,33,31,30
Summer,1972,France,227,13,2,4,7
Summer,1972,Colombia,59,3,0,1,2
Summer,1972,Peru,20,0,0,0,0
Summer,1972,UK,284,18,4,5,9
Summer,1972,Cuba,137,8,3,1,4
Summer,1972,Ghana,35,1,0,0,1
Summer,1972,Uruguay,13,0,0,0,0
Summer,1972,Poland,290,21,7,5,9
Summer,1972,Iran,48,3,0,2,1
Summer,1972,Canada,208,5,0,2,3
Summer,1972,Cameroon,11,0,0,0,0
Summer,1972,Uganda,33,2,1,1,0
Summer,1972,Hungary,232,35,6,13,16
Summer,1972,Philippines,53,0,0,0,0
Summer,1972,Togo,7,0,0,0,0
Summer,1972,Curacao,2,0,0,0,0
Summer,1972,Austria,111,3,0,1,2
Summer,1972,Switzerland,151,3,0,3,0
Summer,1972,Benin,3,0,0,0,0
Summer,1972,Romania,159,16,3,6,7
Summer,1972,Mexico,174,1,0,1,0
Summer,1972,Denmark,126,1,1,0,0
Summer,1972,Netherlands,119,5,3,1,1
Summer,1972,Pakistan,25,1,0,1,0
Summer,1972,Finland,96,8,3,1,4
Summer,1972,Turkey,43,1,0,1,0
Summer,1972,Australia,168,17,8,7,2
Summer,1972,Morocco,35,0,0,0,0
Summer,1972,Saudi Arabia,10,0,0,0,0
Summer,1972,Sweden,131,16,4,6,6
Summer,1972,Portugal,29,0,0,0,0
Summer,1972,Serbia,126,5,2,1,2
Summer,1972,Puerto Rico,53,0,0,0,0
Summer,1972,Czech Republic,181,8,2,4,2
Summer,1972,Algeria,5,0,0,0,0
Summer,1972,Indonesia,6,0,0,0,0
Summer,1972,Jamaica,33,1,0,0,1
Summer,1972,Israel,14,0,0,0,0
Summer,1972,Spain,123,1,0,0,1
Summer,1972,"Virgin Islands, US",16,0,0,0,0
Summer,1972,El Salvador,11,0,0,0,0
Summer,1972,Malaysia,45,0,0,0,0
Summer,1972,Bermuda,9,0,0,0,0
Summer,1972,Kenya,57,9,2,3,4
Summer,1972,Bulgaria,130,21,6,10,5
Summer,1972,South Korea,42,1,0,1,0
Summer,1972,Senegal,38,0,0,0,0
Summer,1972,Madagascar,11,0,0,0,0
Summer,1972,Luxembourg,11,0,0,0,0
Summer,1972,New Zealand,89,3,1,1,1
Summer,1972,Thailand,33,0,0,0,0
Summer,1972,Trinidad,19,0,0,0,0
Summer,1972,Afghanistan,8,0,0,0,0
Summer,1972,Bolivia,11,0,0,0,0
Summer,1972,Panama,7,0,0,0,0
Summer,1972,Guyana,3,0,0,0,0
Summer,1972,Greece,60,2,0,2,0
Summer,1972,Iceland,25,0,0,0,0
Summer,1972,Myanmar,18,0,0,0,0
Summer,1972,Ivory Coast,11,0,0,0,0
Summer,1972,India,41,1,0,0,1
Summer,1972,Belgium,88,2,0,2,0
Summer,1972,Mongolia,39,1,0,1,0
Summer,1972,Ireland,59,0,0,0,0
Summer,1972,Liechtenstein,6,0,0,0,0
Summer,1972,Venezuela,23,0,0,0,0
Summer,1972,Chile,11,0,0,0,0
Summer,1972,Monaco,5,0,0,0,0
Summer,1972,Bahamas,20,0,0,0,0
Summer,1972,Republic of Congo,6,0,0,0,0
Summer,1972,Barbados,13,0,0,0,0
Summer,1972,Tunisia,35,1,0,1,0
Summer,1972,Dominican Republic,5,0,0,0,0
Summer,1972,Malta,5,0,0,0,0
Summer,1972,Burkina Faso,1,0,0,0,0
Summer,1972,Suriname,2,0,0,0,0
Summer,1972,Guatemala,8,0,0,0,0
Summer,1972,Mali,3,0,0,0,0
Summer,1972,Nicaragua,8,0,0,0,0
Summer,1972,San Marino,7,0,0,0,0
Summer,1972,Costa Rica,3,0,0,0,0
Summer,1972,China,10,0,0,0,0
Summer,1972,,0,0,0,0,0
Summer,1972,Taiwan,21,0,0,0,0
Summer,1972,Haiti,7,0,0,0,0
Summer,1972,Cambodia,9,0,0,0,0
Summer,1972,Zambia,11,0,0,0,0
Summer,1972,Malawi,16,0,0,0,0
Summer,1972,Niger,4,1,0,0,1
Summer,1972,Ecuador,2,0,0,0,0
Summer,1972,Syria,5,0,0,0,0
Summer,1972,Paraguay,3,0,0,0,0
Summer,1972,Sri Lanka,4,0,0,0,0
Summer,1972,North Korea,37,5,1,1,3
Summer,1972,Vietnam,2,0,0,0,0
Summer,1972,Liberia,5,0,0,0,0
Summer,1972,Nepal,2,0,0,0,0
Summer,1972,Albania,5,0,0,0,0
Summer,1972,Swaziland,2,0,0,0,0
Summer,1972,Gabon,1,0,0,0,0
Summer,1972,Lesotho,1,0,0,0,0
Summer,1972,Belize,1,0,0,0,0
Summer,1972,Fiji,2,0,0,0,0
Summer,1976,France,206,9,2,3,4
Summer,1976,Spain,113,2,0,2,0
Summer,1976,Nicaragua,15,0,0,0,0
Summer,1976,Kuwait,15,0,0,0,0
Summer,1976,Canada,385,11,0,5,6
Summer,1976,Egypt,26,0,0,0,0
Summer,1976,Tunisia,15,0,0,0,0
Summer,1976,Iran,84,2,0,1,1
Summer,1976,Japan,213,25,9,6,10
Summer,1976,Brazil,79,2,0,0,2
Summer,1976,Argentina,69,0,0,0,0
Summer,1976,Bulgaria,158,22,6,9,7
Summer,1976,Netherlands,108,5,0,2,3
Summer,1976,UK,242,13,3,5,5
Summer,1976,Panama,8,0,0,0,0
Summer,1976,USA,396,94,34,35,25
Summer,1976,Cuba,156,13,6,4,3
Summer,1976,Paraguay,4,0,0,0,0
Summer,1976,Portugal,19,2,0,2,0
Summer,1976,Russia,410,125,49,41,35
Summer,1976,New Zealand,80,4,2,1,1
Summer,1976,Czech Republic,163,8,2,2,4
Summer,1976,Germany,557,129,50,37,42
Summer,1976,Poland,207,26,7,6,13
Summer,1976,Trinidad,13,1,1,0,0
Summer,1976,Australia,180,5,0,1,4
Summer,1976,Switzerland,50,4,1,1,2
Summer,1976,Romania,157,27,4,9,14
Summer,1976,Greece,36,0,0,0,0
Summer,1976,Mexico,97,2,1,0,1
Summer,1976,Malaysia,23,0,0,0,0
Summer,1976,Finland,83,6,4,2,0
Summer,1976,Turkey,27,0,0,0,0
Summer,1976,Saudi Arabia,14,0,0,0,0
Summer,1976,Belgium,101,6,0,3,3
Summer,1976,Italy,210,13,2,7,4
Summer,1976,Sweden,116,5,4,1,0
Summer,1976,Uruguay,9,0,0,0,0
Summer,1976,Serbia,88,8,2,3,3
Summer,1976,Colombia,35,0,0,0,0
Summer,1976,Iceland,13,0,0,0,0
Summer,1976,India,26,0,0,0,0
Summer,1976,Pakistan,24,1,0,0,1
Summer,1976,Jamaica,20,2,1,1,0
Summer,1976,Philippines,14,0,0,0,0
Summer,1976,Costa Rica,5,0,0,0,0
Summer,1976,Puerto Rico,80,1,0,0,1
Summer,1976,Hungary,178,22,4,5,13
Summer,1976,Dominican Republic,10,0,0,0,0
Summer,1976,Norway,66,2,1,1,0
Summer,1976,North Korea,38,2,1,1,0
Summer,1976,South Korea,50,6,1,1,4
Summer,1976,Denmark,66,3,1,0,2
Summer,1976,Guatemala,28,0,0,0,0
Summer,1976,"Virgin Islands, US",21,0,0,0,0
Summer,1976,Venezuela,32,1,0,1,0
Summer,1976,Thailand,42,1,0,0,1
Summer,1976,Austria,60,1,0,0,1
Summer,1976,Ivory Coast,8,0,0,0,0
Summer,1976,Senegal,21,0,0,0,0
Summer,1976,Morocco,9,0,0,0,0
Summer,1976,Mongolia,32,1,0,1,0
Summer,1976,Israel,26,0,0,0,0
Summer,1976,Monaco,8,0,0,0,0
Summer,1976,Bermuda,16,1,0,0,1
Summer,1976,Luxembourg,8,0,0,0,0
Summer,1976,Suriname,3,0,0,0,0
Summer,1976,Liechtenstein,6,0,0,0,0
Summer,1976,Ireland,44,0,0,0,0
Summer,1976,Bahamas,11,0,0,0,0
Summer,1976,Peru,13,0,0,0,0
Summer,1976,San Marino,10,0,0,0,0
Summer,1976,China,25,0,0,0,0
Summer,1976,Haiti,13,0,0,0,0
Summer,1976,,0,0,0,0,0
Summer,1976,Antigua,10,0,0,0,0
Summer,1976,Barbados,11,0,0,0,0
Summer,1976,Papua New Guinea,6,0,0,0,0
Summer,1976,Ecuador,5,0,0,0,0
Summer,1976,Andorra,3,0,0,0,0
Summer,1976,Chile,7,0,0,0,0
Summer,1976,Lebanon,3,0,0,0,0
Summer,1976,Curacao,4,0,0,0,0
Summer,1976,Honduras,3,0,0,0,0
Summer,1976,Bolivia,4,0,0,0,0
Summer,1976,Indonesia,7,0,0,0,0
Summer,1976,Cayman Islands,2,0,0,0,0
Summer,1976,Cameroon,4,0,0,0,0
Summer,1976,Nepal,1,0,0,0,0
Summer,1976,Fiji,2,0,0,0,0
Summer,1976,Belize,4,0,0,0,0
Summer,1980,Spain,155,6,1,3,2
Summer,1980,Russia,489,195,80,69,46
Summer,1980,Italy,159,15,8,3,4
Summer,1980,Kuwait,56,0,0,0,0
Summer,1980,Algeria,54,0,0,0,0
Summer,1980,Iraq,43,0,0,0,0
Summer,1980,Syria,67,0,0,0,0
Summer,1980,Libya,29,0,0,0,0
Summer,1980,Republic of Congo,23,0,0,0,0
Summer,1980,Bulgaria,271,41,8,16,17
Summer,1980,Benin,16,0,0,0,0
Summer,1980,UK,219,21,5,7,9
Summer,1980,Poland,306,32,3,14,15
Summer,1980,Cuba,208,20,8,7,5
Summer,1980,Portugal,11,0,0,0,0
Summer,1980,Venezuela,37,1,0,1,0
Summer,1980,Czech Republic,209,14,2,3,9
Summer,1980,Trinidad,9,0,0,0,0
Summer,1980,Sweden,145,12,3,3,6
Summer,1980,Netherlands,75,3,0,1,2
Summer,1980,Nigeria,44,0,0,0,0
Summer,1980,Brazil,106,4,2,0,2
Summer,1980,Mongolia,43,4,0,2,2
Summer,1980,Switzerland,73,2,2,0,0
Summer,1980,Seychelles,11,0,0,0,0
Summer,1980,France,121,14,6,5,3
Summer,1980,Malta,8,0,0,0,0
Summer,1980,Guinea,9,0,0,0,0
Summer,1980,Costa Rica,29,0,0,0,0
Summer,1980,Cameroon,25,0,0,0,0
Summer,1980,India,72,1,1,0,0
Summer,1980,Finland,105,8,3,1,4
Summer,1980,Sierra Leone,14,0,0,0,0
Summer,1980,Uganda,13,1,0,1,0
Summer,1980,Afghanistan,11,0,0,0,0
Summer,1980,Lebanon,15,1,0,0,1
Summer,1980,Belgium,59,1,1,0,0
Summer,1980,Jamaica,18,3,0,0,3
Summer,1980,Serbia,164,9,2,3,4
Summer,1980,Ethiopia,41,4,2,0,2
Summer,1980,Greece,41,3,1,0,2
Summer,1980,Romania,228,25,6,6,13
Summer,1980,Mozambique,14,0,0,0,0
Summer,1980,Colombia,23,0,0,0,0
Summer,1980,Nicaragua,5,0,0,0,0
Summer,1980,Australia,120,9,2,2,5
Summer,1980,Tanzania,41,2,0,2,0
Summer,1980,Hungary,263,32,7,10,15
Summer,1980,Mexico,45,4,0,1,3
Summer,1980,Germany,346,126,47,37,42
Summer,1980,Madagascar,11,0,0,0,0
Summer,1980,Guyana,8,1,0,0,1
Summer,1980,Cyprus,14,0,0,0,0
Summer,1980,Ecuador,12,0,0,0,0
Summer,1980,Austria,83,4,1,2,1
Summer,1980,Peru,28,0,0,0,0
Summer,1980,Senegal,32,0,0,0,0
Summer,1980,Zambia,37,0,0,0,0
Summer,1980,Denmark,58,5,2,1,2
Summer,1980,Nepal,10,0,0,0,0
Summer,1980,Ireland,47,2,0,1,1
Summer,1980,Iceland,9,0,0,0,0
Summer,1980,Laos,19,0,0,0,0
Summer,1980,Luxembourg,3,0,0,0,0
Summer,1980,Angola,11,0,0,0,0
Summer,1980,Zimbabwe,42,1,1,0,0
Summer,1980,San Marino,16,0,0,0,0
Summer,1980,Dominican Republic,6,0,0,0,0
Summer,1980,North Korea,47,5,0,3,2
Summer,1980,Botswana,7,0,0,0,0
Summer,1980,Vietnam,30,0,0,0,0
Summer,1980,Guatemala,10,0,0,0,0
Summer,1980,Sri Lanka,4,0,0,0,0
Summer,1980,Mali,7,0,0,0,0
Summer,1980,New Zealand,4,0,0,0,0
Summer,1980,Andorra,2,0,0,0,0
Summer,1980,Lesotho,5,0,0,0,0
Summer,1980,Jordan,4,0,0,0,0
Summer,1980,Puerto Rico,3,0,0,0,0
Summer,1980,Myanmar,2,0,0,0,0
Summer,1984,Netherlands,136,13,5,2,6
Summer,1984,Spain,179,5,1,2,2
Summer,1984,Chile,52,0,0,0,0
Summer,1984,Italy,268,32,14,6,12
Summer,1984,Malaysia,21,0,0,0,0
Summer,1984,Jordan,13,0,0,0,0
Summer,1984,Egypt,114,1,0,1,0
Summer,1984,Canada,408,44,10,18,16
Summer,1984,Saudi Arabia,37,0,0,0,0
Summer,1984,Bahrain,10,0,0,0,0
Summer,1984,United Arab Emirates,7,0,0,0,0
Summer,1984,Japan,226,31,10,7,14
Summer,1984,Cameroon,46,1,0,0,1
Summer,1984,France,238,28,5,7,16
Summer,1984,Benin,3,0,0,0,0
Summer,1984,Algeria,33,2,0,0,2
Summer,1984,Iraq,23,0,0,0,0
Summer,1984,India,48,0,0,0,0
Summer,1984,Costa Rica,28,0,0,0,0
Summer,1984,USA,522,173,82,61,30
Summer,1984,Brazil,147,8,1,5,2
Summer,1984,Kuwait,23,0,0,0,0
Summer,1984,Mexico,99,6,2,3,1
Summer,1984,Switzerland,129,8,0,4,4
Summer,1984,Uganda,26,0,0,0,0
Summer,1984,Ecuador,11,0,0,0,0
Summer,1984,New Zealand,130,11,8,1,2
Summer,1984,Kenya,61,3,1,0,2
Summer,1984,Dominican Republic,19,1,0,0,1
Summer,1984,UK,337,37,5,11,21
Summer,1984,Australia,242,24,4,8,12
Summer,1984,Jamaica,45,3,0,1,2
Summer,1984,Ghana,21,0,0,0,0
Summer,1984,Nigeria,32,2,0,1,1
Summer,1984,Somalia,7,0,0,0,0
Summer,1984,Ivory Coast,15,1,0,1,0
Summer,1984,Sweden,174,19,2,11,6
Summer,1984,Monaco,8,0,0,0,0
Summer,1984,Indonesia,16,0,0,0,0
Summer,1984,Iceland,30,1,0,0,1
Summer,1984,Morocco,34,2,2,0,0
Summer,1984,Romania,124,52,19,16,17
Summer,1984,Malta,7,0,0,0,0
Summer,1984,Luxembourg,5,0,0,0,0
Summer,1984,Germany,390,59,17,19,23
Summer,1984,Puerto Rico,51,2,0,1,1
Summer,1984,Cyprus,10,0,0,0,0
Summer,1984,Argentina,81,0,0,0,0
Summer,1984,Panama,8,0,0,0,0
Summer,1984,Norway,103,3,0,1,2
Summer,1984,Qatar,24,0,0,0,0
Summer,1984,Pakistan,31,1,1,0,0
Summer,1984,Syria,9,1,0,1,0
Summer,1984,Turkey,46,3,0,0,3
Summer,1984,Sudan,7,0,0,0,0
Summer,1984,Finland,86,12,4,2,6
Summer,1984,Oman,16,0,0,0,0
Summer,1984,Yemen,2,0,0,0,0
Summer,1984,Greece,63,2,0,1,1
Summer,1984,Niger,4,0,0,0,0
Summer,1984,Guatemala,24,0,0,0,0
Summer,1984,Tunisia,23,0,0,0,0
Summer,1984,Peru,35,1,0,1,0
Summer,1984,Thailand,35,1,0,1,0
Summer,1984,Central African Republic,3,0,0,0,0
Summer,1984,Venezuela,26,3,0,0,3
Summer,1984,Israel,32,0,0,0,0
Summer,1984,Tanzania,18,0,0,0,0
Summer,1984,South Korea,175,19,6,6,7
Summer,1984,Serbia,139,18,7,4,7
Summer,1984,Denmark,60,6,0,3,3
Summer,1984,Mauritius,4,0,0,0,0
Summer,1984,,0,0,0,0,0
Summer,1984,Portugal,38,3,1,0,2
Summer,1984,Belgium,63,4,1,1,2
Summer,1984,Colombia,39,1,0,1,0
Summer,1984,Trinidad,16,0,0,0,0
Summer,1984,Lebanon,22,0,0,0,0
Summer,1984,Bolivia,11,0,0,0,0
Summer,1984,Fiji,14,0,0,0,0
Summer,1984,Philippines,19,0,0,0,0
Summer,1984,Solomon Islands,3,0,0,0,0
Summer,1984,Austria,102,3,1,1,1
Summer,1984,Samoa,8,0,0,0,0
Summer,1984,Honduras,10,0,0,0,0
Summer,1984,Malawi,15,0,0,0,0
Summer,1984,China,262,32,15,8,9
Summer,1984,Senegal,24,0,0,0,0
Summer,1984,Democratic Republic of the Congo,8,0,0,0,0
Summer,1984,Botswana,7,0,0,0,0
Summer,1984,"Virgin Islands, British",9,0,0,0,0
Summer,1984,Guyana,10,0,0,0,0
Summer,1984,Grenada,6,0,0,0,0
Summer,1984,Barbados,16,0,0,0,0
Summer,1984,Curacao,8,0,0,0,0
Summer,1984,Republic of Congo,9,0,0,0,0
Summer,1984,Sierra Leone,7,0,0,0,0
Summer,1984,Antigua,14,0,0,0,0
Summer,1984,Paraguay,14,0,0,0,0
Summer,1984,"Virgin Islands, US",29,0,0,0,0
Summer,1984,Madagascar,5,0,0,0,0
Summer,1984,Cayman Islands,8,0,0,0,0
Summer,1984,Togo,6,0,0,0,0
Summer,1984,Sri Lanka,4,0,0,0,0
Summer,1984,San Marino,19,0,0,0,0
Summer,1984,Seychelles,9,0,0,0,0
Summer,1984,Equatorial Guinea,4,0,0,0,0
Summer,1984,Papua New Guinea,7,0,0,0,0
Summer,1984,Liechtenstein,7,0,0,0,0
Summer,1984,Bermuda,12,0,0,0,0
Summer,1984,Rwanda,3,0,0,0,0
Summer,1984,El Salvador,10,0,0,0,0
Summer,1984,Ireland,42,1,0,1,0
Summer,1984,Gambia,10,0,0,0,0
Summer,1984,Nicaragua,5,0,0,0,0
Summer,1984,Taiwan,38,1,0,0,1
Summer,1984,Djibouti,3,0,0,0,0
Summer,1984,Belize,11,0,0,0,0
Summer,1984,Bhutan,6,0,0,0,0
Summer,1984,Zambia,16,1,0,0,1
Summer,1984,Zimbabwe,15,0,0,0,0
Summer,1984,Mozambique,9,0,0,0,0
Summer,1984,Bahamas,22,0,0,0,0
Summer,1984,Suriname,5,0,0,0,0
Summer,1984,Liberia,7,0,0,0,0
Summer,1984,Bangladesh,1,0,0,0,0
Summer,1984,Guinea,1,0,0,0,0
Summer,1984,Mauritania,2,0,0,0,0
Summer,1984,Mali,4,0,0,0,0
Summer,1984,Chad,3,0,0,0,0
Summer,1984,Swaziland,8,0,0,0,0
Summer,1984,Uruguay,18,0,0,0,0
Summer,1984,Haiti,3,0,0,0,0
Summer,1984,Andorra,2,0,0,0,0
Summer,1984,Nepal,10,0,0,0,0
Summer,1984,Tonga,7,0,0,0,0
Summer,1984,Myanmar,1,0,0,0,0
Summer,1984,Gabon,4,0,0,0,0
Summer,1984,Lesotho,4,0,0,0,0
Summer,1988,Netherlands,147,9,2,2,5
Summer,1988,Bulgaria,172,35,10,12,13
Summer,1988,Italy,253,14,6,4,4
Summer,1988,Lebanon,21,0,0,0,0
Summer,1988,Egypt,49,0,0,0,0
Summer,1988,Algeria,42,0,0,0,0
